498652, -4553464, -5737296

-467067, 1871673, 8775604

5611907, 9053341, -2519466

8917270, -1202279, 9691308

-283819, 9847818, -8633105

8044777, 5527089, 2796274

5460852, 8476942, -3785190

-9083909, -9125039, 9351527

-6290780, 1166797, 7439533

2774970, -4708483, -2717518

4245626, 7769579, 3678646

-5891377, -2983731, 5942856

9986115, -7055731, -8982280

3096631, 6475337, -3902080

-7831017, 8955597, 807462

3811935, 661374, 5759956

1195878, -6376256, 7948141

-7896410, -8516362, -1250016

3620287, 6534300, -9127540

-2077514, 3402585, -9686934

-1184021, 1308925, -7900844

1124632, -2230595, -2599305

5152099, 8451846, 3774253

2150482, -6589821, 8798056

9122395, 9281091, -326242

1106038, -5087582, -9410561

1373130, 3307142, 8850960

1887463, 729243, -6248748

3666587, -2162839, -7519473

-3563118, -2872200, 290771

833149, 6466834, -9886360

2652190, 8443294, -4814117

-5939650, -3833229, 5283440

-5246924, -2541501, 7164029

1453993, -9970755, -3082405

-9113409, -7791903, 3302525

-1813792, 4881168, -3574027

-7874301, -3325672, 7223931

-1953026, 3805081, -9654520

1024330, 3862443, -9126301

7926617, -306458, 4517772

5768571, 3720695, 8855038

2813718, 9703146, 6239439

-5293150, 6904995, 9135553

5351140, 6443109, -4715879

7994302, 353727, -7910370

-99576, 3952264, -9359213

3106432, -5534860, -5020262

2953805, -4592486, -7591045

-125880, 8672274, 7149611

-6103592, 6017127, -1628412

-8015300, 4952282, 3545727

-1004724, -2161814, -4972164

-9424539, 7537721, 4525030

314683, 5796017, -5986182

-1482359, -2932659, 5861468

-7703849, -7654480, 3122662

-8878812, -1457032, 8912488

4213607, -8012457, 8973604

-6067556, 9280541, 3240984

9524520, -3235941, 6726585

-4767343, 588774, 5802126

-7048463, 4107120, -8912663

-6263529, 861834, 940895

5118865, 1092025, -5306858

9848871, -6785939, -1965925

-2669278, -7529822, -926433

4722747, 2062447, 8991236

-6032695, 4214857, -633047

4056535, -6609281, -6353589

-6515200, -7011833, 3189364

-9169497, -9874052, -5409637

-232160, -3196709, -6088543

1789078, -7611834, -4682146

-412219, 4866882, -4532899

-9188414, -4987498, -9875269

-4550324, -4846535, -751755

6189873, 1759145, -8114800

424423, 8845268, -868724

-299731, -9207848, 4370514

8322749, 1929861, 7664700

8347364, 8161716, 9565415

8334596, 9877655, -2314846

8019405, -3796514, -7106730

1076608, 2127116, -329880

-3182026, 6435139, 6850579

2378283, -6238005, 5716362

-2642378, 4952166, -9928683

-2730134, 9113771, 2272143

7455183, 3334464, 8370472

3039312, -9528909, -3457029

-1985307, 4754194, -7289596

-1708093, -4226850, -9224641

-4322946, 2067765, 4795306

-1060080, 968547, -1718735

-9489759, 2904195, 9096136

-9227416, -594236, 4175724

8601301, 8668419, 6296834

-657272, -7609435, 8797494

-6858240, -5390497, -310015

-7836790, -8376784, -5006197

-5233078, -479798, 6695653

4281220, 2430310, 7551421

5766531, 1105751, 6844169

6501017, 9703280, 8897404

5091888, 2011265, 1346266

2059301, 1308340, -5532351

-5943190, 4443287, -4872469

6259093, -4395603, 8636990

6896294, -4806117, 5249961

-5824233, -8647009, 8344151

-7317477, -4531201, 804033

-8672446, -2016407, 7420047

6433888, 7786838, -6513446

4857901, -7601091, 9291

548041, 1611248, -7138863

-6269721, -3106470, -9652712

-6459677, -2527041, 1793787

-3317255, -4805407, 6639384

6588407, -3951819, -6112758

3601648, 369451, -4478912

-3498727, -7515645, -4646063

-6504545, 4203166, 4853492

7403845, 6646594, -5177457

-7474474, -6358144, 5554511

6990046, -9069979, 1291087

9533017, -2688379, -2463692

-9455970, -7999701, 4019302

-3165067, 2276092, 633366

3915707, 1057905, -1616103

-4715129, 9189705, -773419

3225799, -9307567, -7621781

-8573509, -2411363, 696802

656157, 8217022, -7613301

5399909, -9471179, 7761464

7170198, 8592414, 1739696

8467542, 8275500, -160918

6661711, -6041416, 107079

-9436070, -6550435, 7738666

-2057873, 2486846, 2620869

-1422221, 1147738, 8689868

5288344, -3961989, -5614775

-3126924, -2131405, 3914333

8102264, -5726084, -9060007

6843237, 6402406, 6231541

1953193, -9738390, -510410

-9198894, -7469024, -4634447

9333223, -7563287, -3889464

8523397, -8316632, 3812983

-8127235, -9612838, -5083685

-6110540, 1017261, -2258795

-1423764, -365197, 3882979

-9554573, 2037601, 391128

758496, 7030417, 8033997

1179410, 7945741, -4722448

7179864, 5230964, 9794413

-3796122, 7331379, 5653754

5673248, 8439543, -156817

-9539732, -6124201, 5096912

-8339017, 3293651, 5534514

6249944, -2482805, 1143119

-803217, -8804107, 4533411

-1281446, -4200140, 4611178

-2426149, -5024458, 8512067

-8727153, -947603, 7085322

-2981120, -5748686, -5280475

5107736, 3587506, -780916

-4435536, -1004858, -3892359

4520040, 9098198, -1146879

2734566, -8396924, 370759

2943051, -6388595, -3318339

3193666, -7383657, -5470184

-1017925, 8599516, 4362566

839676, 869750, -7014139

4532048, 9122618, 6074420

7258555, 2907644, -1271093

-899688, -5381179, 1111549

2308941, 9595172, -6031477

-4401123, -6234405, 2869722

-6516191, 1853511, -239111

9521701, -2718125, 9837294

-6634585, 8937619, 8704925

-995345, -7768389, -3979774

-5921838, -967658, -5337965

-4575217, 2023007, -2220679

-2368523, -4660051, -6799419

1605939, -861143, 9441426

-8523902, -3873397, 8681475

-1461559, 4548416, -4978932

-7426568, 495698, -5112673

8809819, 7525351, -5618987

-8629054, 5044390, 3104191

-4409538, -1330613, 544342

-9520655, -9163615, 9412510

-678078, 366590, -9002100

9385572, -311510, 7693174

2695477, -1897853, 9058216

-2427338, 7823213, -9826829

6866837, -5221723, 5105874

-4462022, 3561790, 8365364

-3439253, -7011899, 3319878

-401428, -1662501, -2352085

3719398, -4741866, -6779007

-1785062, 5758026, -3482800

-6285242, 5267552, 3683591

4325627, 3899654, 625554

-6767722, 7387312, -3882967

1877510, -2612223, 380051

4598585, 9724883, 5213304

7691630, 3081506, 8371836

6110402, 5261544, 895284

-5983073, -1018163, -512032

8687586, -7237682, -693399

-3456622, 5394384, -6616794

3560722, 8241776, -8031444

-6327234, 9232959, 9387119

2586640, -9338441, 175700

3182235, -1773777, 9829042

3846638, -3753126, -3243257

8615789, -2019468, -9761986

-7530903, -4289133, -1995134

3995155, -1246663, 9335082

8813077, -8610747, -5831843

8346075, -1723722, 8563521

2100253, -6418996, 9282925

4392748, 6569220, -880628

7414044, 248632, 3438784

1819626, -7125833, -6817469

1155084, -8620051, 1980969

2844281, 8339821, -5113415

-9040340, 138077, -1969596

1438914, 5277984, 4343595

-9374835, -3692554, 2487937

9598160, 8306077, 1747745

-5385547, 3308699, 2706645

-1813049, -7762016, 6494011

-5319739, 8350684, -155805

3285256, -7746776, -8836108

-4145407, 1197046, 3432000

-3623335, 666891, -9899226

5960846, -1318582, 1684036

-5371741, -5356168, 8200516

-1872262, 1646371, 2412148

-6350455, -5680682, 5479218

-2548291, 381636, -6899069

-2229980, 1382872, 2486034

-9037011, -7261752, -8557401

-9685135, -9676385, -2640314

-9736881, 1137795, -1241789

-5068473, -4573899, 9873870

9168430, 4911910, -5055298

6828692, -2004146, -1540488

2324024, -6888963, 3654103

6213091, -3607602, -7677483

5703078, 798183, 9800055

-2046950, -4109465, 9619633

-6273655, -154020, -2812426

-6633130, -5875645, -5549183

3279425, 1498806, 3794726

4952649, 7393080, -7649884

9573944, -4425074, 5726624

-1039093, -9639438, -6849565

5514466, 6762214, 921615

-7639034, 673003, -5023056

-435229, 366477, -5304237

3210935, -132259, -4763726

-9428592, 7249115, -8558661

-4510471, 1994513, 7339155

9637214, -4122438, -8383984

-7821214, -6781118, -139763

-7735643, 6521252, -1299480

3656435, 6375446, -5886924

4792669, -9044127, 1859860

813431, -9860182, 2511501

-1984008, 9493880, 4442358

176939, 2410458, 7755222

-9041961, 4808808, 8326643

5601619, 7613820, 5709509

-3178992, 2522092, -736002

-5701643, 3506617, 8589180

-8151033, -4040297, 3087818

-140399, 7006173, 8625322

-3496356, -5596678, -8710090

7649452, 6353442, -7235658

1968062, 2574260, -6336332

-3709098, 6577576, 9000595

-6953984, 6008754, 2927616

-4134822, -7801457, -7676666

-2340993, 5401553, -3222895

-195840, -9663229, 1261632

1770391, 5495728, -5621740

7246063, -3065737, -539611

2745393, 562711, -7669721

-8487531, -6085942, -2681443

8336209, 7822135, -8755980

-9719826, -8490389, -2839186

5806981, 3217893, 4307567

-2302319, -6766695, 8455822

5523741, -7395451, -2151419

-8235404, 7943290, -9127551

2513697, -4385114, 338383

-3490087, 8890345, 8834176

-8884473, 5103448, -8606625

3000038, -9539567, -9780089

2450033, -5486092, -6153928

4556488, 9196923, 9541363

158211, 6902944, 4282650

-4852290, 691124, -9046804

-6400911, -561368, -609860

1208654, 7399084, 1171753

-8862614, -708449, -237747

-7197859, -3213599, 5397590

-7087873, -7593809, -183573

8589455, 3961015, 6384576

1398544, 5726856, -3139980

3860989, 5234141, -4236247

6492119, 8731957, 8078410

-9393852, 3500107, -7218222

-6949099, 7298233, -3382857

3313338, -5717355, 9323292

5310511, -1329651, -6086153

91042, -6727909, -7509013

1702527, 2567961, -1482520

9076912, 9198626, -4051146

-7946459, 1339001, -4690527

-2933718, -4025132, 1336559

9000995, -4188943, -6752969

384306, 6915098, 1807722

4922551, 546580, 6982733

-3496519, -5133458, 2270104

2079122, 8176748, 8579877

-2096924, -1900762, 5406486

9411390, 9102694, -8320298

4998222, -1133972, 1700983

1283599, 4866670, 225762

-6936124, -2005442, 7793451

7552519, 8120350, -943999

3648000, -4326109, -7100211

-7165084, 8555838, 1609133

2614118, 9432434, -8245234

7518917, -4366927, -1123324

183615, 1816156, 9987830

4628574, -7404253, 4169905

8867903, -1500697, -6086930

472685, 2557933, 2622917

-6925821, 7197826, 5434406

-2276298, 8368075, 5988224

9553539, 3198932, -8544581

-7168240, 3361326, -9643022

6119383, -1267003, -7664672

-8529741, 9521572, -473072

-563791, 2589525, 2868124

-2253270, -79976, 6674394

6648789, -4936523, 9695685

-2748895, -2532344, -7983392

-7798891, -3138504, 3086502

-7271579, -5437430, 7979960

-5527218, 8961453, -9158128

-7580560, -1452319, -2430511

-3011496, 7780069, -4104307

-8370372, 8868529, 3854947

8732310, 7564355, -8987571

1688424, -4949621, 9009857

-8684288, -3681799, 2233025

7404363, -8516948, 1174038

5531409, 3130292, 537647

1498622, -6732650, -7492014

9414913, -5993956, 5502593

-3852655, 8954087, -4335538

4127893, 7681227, 5869270

-4932870, -7238349, -7154009

4734000, 8182326, 4385394

7018889, -3989320, -4626239

-3113074, -5069437, 6814560

7189009, 9634728, 4157883

7214192, 3866941, -9722771

-8381063, 8039896, 2511671

5883513, 6563515, -6926281

-9286428, -6303208, -4918651

8682419, -8864688, 4483595

7453, 2073821, 662967

-2823338, -1288305, 7757875

-4085878, 5648358, -4842835

-5708347, 3432941, 8044282

-6750738, 7080431, -441534

-509847, -2292928, 4970800

2774742, -2782056, -2784559

-2343559, -4967021, 5734455

-6212112, -5237907, -1826047

9789511, -9637083, -4931275

6591938, -3173174, -3095890

-4749422, -1342661, -2382569

-2115392, -1714565, -5069130

-7454008, 4797848, 9575429

6830374, -8355339, 8867712

-623523, 6913777, -110458

-2133270, -6953146, 7643610

9548829, 9672822, 6999046

4189676, 8360816, 4025671

3099272, 2268089, 3830517

-2728974, -6155825, -6522536

-9220531, -637841, -5744092

-9956639, -1060347, 605411

-9305347, -9429030, -2459981

-7274639, -4652325, -5998492

2278978, 4132652, 9566208

-1954413, 166743, -405666

-4294621, -1145651, 6613600

8793798, -5997343, 1037410

5228332, 6578704, 6169948

1548646, -730856, -7618390

-8044941, -549564, 8240407

-6564478, -8051339, -2711794

1659004, -1284567, -9700735

-8007323, -8995629, -9167731

2226308, -5316845, -5067443

-2256293, 7330237, 6058183

3212072, -3006265, 3100620

-7900036, -8545376, 2472883

-3204931, 1941567, -486261

5438902, -3464266, 4788389

9292164, -3666458, 5676072

-7487706, 8201389, -9062930

9433431, 6676204, -4829542

-7023927, -3364854, -7628800

4608588, -6524621, 6919802

9424324, -3690063, 5256570

-9764172, -2613207, -626927

-6744102, -7590744, 2100638

191099, 1274849, -7261748

-8244003, -7816954, 5770108

7855523, 3854078, 9600528

482768, 6961161, 9931723

-5790990, -1624314, 5457440

-264824, -5300581, 264357

-8994874, 545580, 5855830

-9271703, 7312851, 9488509

-9717391, 4292700, 7170222

2717866, 3519358, -7970887

1844985, 5414989, 5807019

4584874, 5119082, -3558791

519082, 9816882, -2479770

-2429796, 8563604, 7684091

-6578393, 6157298, -7451798

-520722, 6572445, 3366544

8947495, -5349631, -4685182

2882744, -7874244, 2657664

-4381823, 508452, 1739045

7483057, -1502659, 7039116

3505544, -4494038, 1399308

-8995164, 15805, -5932626

-5895709, 4370061, 6847046

-9174232, -9738601, 1886702

4482734, -9570091, 6457062

1421921, -2266705, -8463381

6864313, -9496471, 6297309

4601505, 3330306, -2236761

4218772, 4109421, 332504

-4583370, -5062066, -1346767

2089986, -8962293, 8648704

1886371, -6012776, -8281835

53664, 6044100, -8768744

7654526, -6405851, 1534043

2477872, -5849993, 1968594

5428663, 5431250, -9438351

2517229, -9018427, -8133331

-2081842, 8324071, -1488517

7929352, 1533115, -1906104

-1054599, -8903104, -1515324

2975232, 4478036, 314070

-702686, -3274440, 7128369

-6857191, 7756085, -4925672

7654145, 944853, 5967494

2728612, 3445562, -727124

-503127, -8000782, 8362754

-7328671, 6366272, -20019

1520004, 487068, 8562052

2519568, 8377784, -3354280

2767758, 2681127, -7024181

-6219758, -1521873, 4507488

-8437916, 745590, -3239020

4950767, 1451233, -4451801

-3771750, -8636172, -8540618

8437444, -1601488, -5669440

7355412, 2929633, 9780372

1267394, 136971, -5472031

-4858115, -8765294, 6862641

2003894, -5249137, 8728605

-1950458, -1693650, 6351232

-2169185, -4357242, 7206215

-1828716, -6404394, -8772800

724746, 5344293, -3659630

-8443512, 8562061, 1809204

-8161132, -1813720, -6414103

-9873195, 5195200, -579818

4834516, -1817900, -826854

4410087, 3224745, 1405740

4548527, -1039185, 6915676

-1675573, -3559113, -8497083

6330114, -4762608, -6830136

-9323825, -9540799, 6274239

9030571, 43951, -4868319

2785154, -5230072, 4079728

8114629, -9960592, 622733

-125385, 9392707, -348504

-404084, -8982861, 9197396

-6548410, -6877947, -9121955

-2514290, -267801, 9920687

-7564823, 3277815, -2853573

7980075, 9860449, -8777094

4842687, 2572922, 9344270

-6313876, 8360283, -1934055

-2342995, -1015965, 4039696

-3399862, 3703203, -5408922

-6958665, -2313802, -1099279

9991497, -3789996, 6399317

-5412325, 8599660, 2217145

1366641, 7145745, -7177045

-6096447, 5103735, -9274099

3290327, -3747063, -1795005

130802, -603084, 5252917

-5812747, -5064906, 6570861

9743294, -9449790, -5505620

-5130010, 6076123, -4275614

-2823883, 3076123, 7696054

-1921230, 1672809, 4264436

-8367279, 9730220, -6046198

-4678971, 2041895, -4054760

9824324, -3575419, -5568999

-2136939, -9563322, -8193354

-4127199, -7488307, 4030761

9631756, 2131805, -3825722

-9826953, 8957425, -5934633

-7506767, 4407321, -4697755

1042846, 5803918, -4552083

1997261, 6548564, 881089

-5455985, -7662026, 5677063

-9722134, -5203255, 2019712

857229, 1959611, 6897770

1388022, 1057383, 2756156

-7301579, -6805297, -9987519

1796337, 1109850, 8849053

5085934, 7412218, -1072411

3103225, 778458, 5227021

-7803607, -5977636, -9136927

518285, -6616119, -4951974

7485205, -2826356, -7692150

6061028, -7649289, 3317478

6438983, 7963971, -2423026

-9681243, 9819933, -8101402

-9613005, -1284477, 4831513

-4480161, -721976, 1648830

4576552, -9782183, -4690793

-2805300, 8201425, -9410898

-4831187, -6022136, 7079633

6867035, -2193682, 7790218

-4291555, -8244811, -4257946

-1085267, 8824822, 4891467

-6062640, 1252806, -268021

-4436096, -9522622, -7800958

2641226, 3885097, -2795086

-2466978, 7124671, 7818337

3015138, -8364317, 8958635

4648166, 5180581, 5756167

-4154937, -3669859, 118958

-3926023, 1512359, -2038101

9422338, 3932564, 9467002

-7471933, 677247, 7517913

3774575, -6182522, 1472857

-4042836, -6074792, -2069555

142864, -2692312, 1507197

-4920158, 3988059, 7559046

-1256406, 8667181, 9231775

1980479, 9766844, -6644509

-9368585, 646239, 3560939

1467139, 9468383, 3671814

2237026, -2695007, -8544398

-7969019, 6759023, 8325198

-588517, 2343814, 1507409

3339075, 2233101, -5525155

-2608934, -2905111, 4140314

-5320524, 8383682, 2947562

5546449, -8134364, -593504

635323, 7015633, 2379962

-8665073, 446584, -5955838

-7190010, 7197837, -9383138

154691, -2866662, 1734839

-302771, 3650172, 2336395

-4556651, 9997275, 8686295

388041, -2487176, 8268516

-5501176, -2752244, -8202829

3176216, -1251827, -6539062

-6469776, -6106708, -6739130

451334, 123277, 4083358

-926754, -2801100, -2290139

-1783333, -848731, 1726800

7458071, -8515899, -6405695

-1869790, -7497811, 1992394

-3920038, -7597529, 4874977

-8904091, 8194938, -7407666

-6783651, -5793548, 379280

2357721, -2324323, -2584976

688425, -5104690, 6894279

6855550, 7288288, 4466289

-7112946, -9177219, -3999021

3069987, 8685302, -5100653

-9508983, -8657355, -314664

-7616431, -7490084, 2778920

5815225, -421882, -4910505

-1228647, 105439, -2244350

-7679916, -8324778, -5133362

315758, 949371, -9268682

-4762186, 5971652, 6459043

7295457, 3512486, -678742

-2742228, 6448860, -9405669

-8639551, -8355744, 6376196

7690439, -1821561, 7476063

-6776194, -5579869, 485561

-7113637, -4038149, -4474564

4586409, 3590265, -2174448

-5925386, 8106631, 7545755

-4573877, -136817, -4886009

-7577784, -5853509, 7041880

-719434, 3289032, -4331180

-3256778, -2858429, 9938168

-1943894, 4298580, -6033243

4361579, -2954765, 2148610

8938589, 3359712, 5109843

-2978833, -9314009, 6728884

-3783032, -2963322, -2186865

-6974876, 2459132, 9236298

-3839848, 9824467, -5731138

-272073, 838450, -4382464

7459263, 8853069, -9617970

-4090582, 786516, -1612223

1730683, -2504522, -9889830

7316528, 4070538, -4832511

8199632, 2906527, 6970492

7268096, 8234538, -7588336

-5991733, -5919650, -1836645

9185885, -9497797, -9185870

-9249413, -249638, 3216108

5927703, 6263317, 2433582

5393079, 3690247, -4072530

7341940, 2946970, 1348409

-2468309, 9952311, 135004

-6692710, -9588186, 4781388

8178172, 6044551, -5076533

-5620574, -5707791, -1805341

-2536619, 220693, 8730528

6426319, 2690798, -7051465

8446737, -5176254, 8561335

-7483898, 3529551, -3584159

6904416, 6463585, -2440896

-3518084, 978686, -3384389

2573195, -9702910, -2840126

9167689, 4722790, -9765868

6217244, -4317495, 5716441

-2651423, -7824303, 888652

613885, -7141929, 4164207

-1003348, -2561615, -2187767

-1474509, -8377214, 5411531

4384537, 8678242, -6931161

-1834208, 1675171, -9171858

972826, -6194266, 2782514

2152059, -1304917, 842629

3611200, 5180759, -8167292

-9784957, -8795731, 1233931

-8995291, -2315718, -5659732

6765972, -8791061, 7036805

-4975008, -2372749, 5578138

-9353687, 2707837, 184431

-1473648, 1317981, 2725604

910567, 5634903, 2061710

8006145, -5609612, -9828723

-4804148, -1140635, -7788897

-3600564, -8054704, 9855071

7360520, -7062335, -6245156

1904057, 8916796, -4068220

3624196, 1688984, -2488267

-9766832, -5174965, -159669

-8801033, 7550041, -3906422

3852005, -1093065, 2197743

3441601, 7245542, -1386087

1615593, -2963017, 2634202

-7554210, -3602544, 3827784

-5230451, 9450257, -5984851

1989308, -1710790, -9098240

-6936440, 4579071, -4148081

-296048, 7552601, 7200561

-932302, 9793172, -8912436

-6064709, 3254589, -7707123

1861627, -4834069, -3767387

6745810, 5969012, 4089109

-8628332, -7458891, 5725281

8526270, -2961149, 5258761

8887303, 1067554, -5621793

1377380, 6504355, 5017606

2518138, -9225711, -8783556

181826, -1062720, -6295992

-8504052, 9180891, 2328535

-8850176, 3647251, 8880058

-9856150, 9468753, 7976233

1979275, 2511496, -9415717

-4306155, 384103, -1360053

3827992, 2286227, 4226912

-9317146, -8966512, 9795675

7111277, 2566725, -1285305

2841554, 2982934, -1697890

7782872, 1974342, -6883943

3726611, -2676178, 8048258

-6547307, -237340, -8859658

752518, -8623981, 1135721

8816765, -4770799, 5394083

318486, -8136813, -7847363

1971870, -8901540, 7532097

-4177996, -953549, 7552079

-4989410, -563298, 2255102

-5093933, -7700900, 6513709

-1032873, 6159649, 5339349

-8165879, 4189344, -2256814

-9879356, 8209279, -4895650

-8630975, 7348526, 8901641

-8593402, 3702994, 4792892

5375205, -5381327, 9601590

8335407, 1451545, 3520891

296251, -660100, 6468806

-432578, -7254185, -5355763

7035846, 4390478, 3907291

-5310168, -868280, 6688267

-8860291, -6683260, 3615149

-2853440, -1220361, 8364970

4724171, 3644390, 9485733

6604565, -8391886, -3529791

-8835490, 4751739, 2100644

6527492, 6712478, 9997665

6443045, 4964827, -3363495

5296283, -9264564, -8843371

-9368186, -1290199, -3793156

-439956, 3522771, 4510749

8932487, 9767767, 9227781

3329478, 3497607, 1947425

-4881815, -3912551, 5566582

-7318951, -1005518, -8495843

1927065, 2866123, -4629907

-7542432, -503414, 7588829

785901, -1271496, -8299459

9245766, -7996588, -9294909

-527563, 5235480, -8028804

3313387, 8170841, -3692468

-9076136, 1895465, -3059238

-3243350, -1149146, -5224362

4457039, -7130522, -8715579

-9098697, 7907958, 7905750

6191174, -4005548, -1748560

-4277451, -6093207, 363433

-2785767, -5561090, 1744518

4277069, 2142643, -8877828

636499, 1251843, 2812921

-3208983, 7016313, 8568130

-5035272, 8643122, 6892147

-5673261, -8824750, -6117182

-3053803, 5174144, -8185424

5234368, 6290977, 6368660

-8994770, 9647288, 9978497

8091213, -6437578, -2119030

-9862537, -9417650, 8821915

2759231, -2528379, 3162892

-1636485, -2783581, -3597674

6838223, -4879502, 136299

-6475173, -2126676, -6097056

134944, -5206441, 6662920

-605377, 266359, 1473141

9982406, -5041320, 3849049

9631487, 301067, 8538023

5099460, 1185876, 6561996

-4008150, 656011, 3351775

-3244478, -7454575, -3099017

-3416147, -479619, 3376113

9773190, -3179186, -9621381

-7675919, 5582122, 615926

-2605052, -7371715, -4343164

-1486075, 3201769, 478830

1081675, -3433728, 6501031

8436103, 6306307, 3964086

-9517767, 2480695, 5498825

-6722772, 4464655, 9358526

-4433873, 3358514, -7364110

4404612, -2252909, 7015514

5444926, -810997, -2208301

-3341887, 9661185, -8363441

-6906608, 2130128, 2513191

-463128, 1034806, -7866560

2753968, 2831642, -9033094

-8731879, -8703063, 8343190

9964075, -6227427, 9527819

-5268803, -4216611, -3125036

4195717, -4143258, -3306500

4590982, -999655, -2050601

-7278256, 9575080, 6461866

6833350, 7120332, 3894235

549118, -6084028, -2882112

-9350924, -9971912, 7646403

6128204, -4996116, 1506634

1035612, -5088978, 2636101

-8504914, -9056791, 707732

-5061408, 3569827, -4171110

-4909851, 4307255, 271283

7929770, -3602965, 3370502

7327921, -651135, -6501999

-890319, 2986280, -1914150

-9887036, 3546268, -8119320

